id,metodo_pago,monto,fecha_pago,id_socio,id_membresia
1096,tarjeta,135.0,2025-07-07 19:33:32,272,8
1097,transferencia,480.0,2024-08-02 11:16:15,148,9
1098,transferencia,25.0,2025-05-03 00:17:10,179,1
1099,transferencia,108.0,2024-09-03 04:10:55,274,5
1100,transferencia,240.0,2025-05-22 06:48:04,9,3
1101,transferencia,108.0,2024-08-09 11:36:05,179,5
1102,tarjeta,67.5,2025-06-20 07:17:51,129,2
1103,efectivo,135.0,2025-02-09 11:17:25,198,8
1104,tarjeta,480.0,2025-09-16 00:57:48,78,9
1105,transferencia,25.0,2024-02-25 05:43:59,131,1
1106,tarjeta,240.0,2025-02-13 23:12:54,268,3
1107,tarjeta,384.0,2025-10-11 02:54:31,115,6
1108,tarjeta,25.0,2024-11-21 03:31:04,153,1
1109,transferencia,240.0,2025-03-07 21:21:28,286,3
1110,tarjeta,384.0,2024-08-01 00:50:50,36,6
1111,efectivo,384.0,2024-05-17 13:43:29,256,6
1112,efectivo,67.5,2025-05-20 03:14:00,46,2
1113,efectivo,50.0,2025-05-06 20:01:41,114,7
1114,tarjeta,25.0,2025-12-29 14:58:32,19,1
1115,transferencia,240.0,2025-08-23 23:52:55,175,3
1116,efectivo,67.5,2025-04-05 02:56:02,259,2
1117,efectivo,480.0,2024-09-20 18:42:51,47,9
1118,efectivo,50.0,2025-07-30 04:03:45,116,7
1119,tarjeta,50.0,2025-11-19 04:02:15,86,7
1120,transferencia,25.0,2024-02-26 05:46:05,243,1
1121,tarjeta,240.0,2025-11-11 11:33:14,258,3
1122,transferencia,384.0,2024-12-09 18:46:07,137,6
1123,tarjeta,135.0,2025-02-19 11:13:44,37,8
1124,efectivo,135.0,2025-02-20 08:17:08,70,8
1125,efectivo,480.0,2024-02-16 08:25:12,73,9
1126,efectivo,480.0,2025-02-12 18:21:50,277,9
1127,transferencia,240.0,2024-11-10 14:39:54,181,3
1128,transferencia,135.0,2024-10-08 22:55:00,279,8
1129,tarjeta,40.0,2024-11-05 04:52:20,159,4
1130,transferencia,384.0,2025-08-17 01:08:53,63,6
1131,transferencia,50.0,2024-06-24 23:02:43,191,7
1132,transferencia,67.5,2024-11-14 03:23:10,169,2
1133,transferencia,67.5,2025-08-10 11:29:45,110,2
1134,efectivo,108.0,2025-06-27 05:53:52,13,5
1135,transferencia,108.0,2025-02-06 10:28:50,219,5
1136,efectivo,480.0,2025-11-27 13:21:07,250,9
1137,tarjeta,108.0,2024-02-25 17:19:18,203,5
1138,transferencia,40.0,2024-08-16 16:01:55,262,4
1139,tarjeta,135.0,2024-07-19 13:30:23,132,8
1140,tarjeta,67.5,2025-03-02 17:54:58,19,2
1141,efectivo,384.0,2024-03-04 12:39:06,226,6
1142,efectivo,480.0,2025-09-20 08:51:52,140,9
1143,efectivo,240.0,2024-06-15 04:55:21,164,3
1144,tarjeta,50.0,2024-06-02 15:32:37,264,7
1145,transferencia,480.0,2024-02-12 17:54:41,295,9
1146,efectivo,480.0,2024-01-08 13:06:18,50,9
1147,tarjeta,108.0,2025-07-28 22:41:00,17,5
1148,transferencia,384.0,2025-02-05 11:49:44,2,6
1149,transferencia,384.0,2025-04-02 17:09:42,145,6
1150,tarjeta,384.0,2025-10-06 22:01:38,117,6
1151,tarjeta,480.0,2024-06-10 00:27:36,94,9
1152,tarjeta,240.0,2025-02-09 12:21:10,134,3
1153,efectivo,67.5,2025-05-14 07:50:08,295,2
1154,tarjeta,240.0,2025-07-13 01:10:23,187,3
1155,efectivo,480.0,2025-03-04 10:58:29,297,9
1156,tarjeta,67.5,2024-01-23 04:29:52,185,2
1157,transferencia,240.0,2025-12-25 04:54:06,86,3
1158,tarjeta,480.0,2024-07-04 16:08:28,232,9
1159,transferencia,25.0,2024-09-19 15:47:52,167,1
1160,tarjeta,384.0,2025-08-29 18:26:28,92,6
1161,tarjeta,67.5,2025-04-06 11:25:49,80,2
1162,tarjeta,384.0,2024-02-10 05:35:39,3,6
1163,transferencia,67.5,2025-01-15 13:08:36,100,2
1164,transferencia,480.0,2025-06-24 03:18:38,279,9
1165,transferencia,480.0,2024-10-20 08:24:46,118,9
1166,tarjeta,67.5,2024-12-25 06:15:54,7,2
1167,tarjeta,135.0,2025-04-14 03:44:56,211,8
1168,transferencia,40.0,2024-02-08 23:11:52,178,4
1169,efectivo,240.0,2024-08-15 20:21:01,144,3
1170,transferencia,25.0,2025-04-15 12:00:29,65,1
1171,transferencia,25.0,2025-12-03 12:10:39,276,1
1172,tarjeta,240.0,2025-03-06 23:42:12,233,3
1173,tarjeta,50.0,2024-12-07 04:54:56,26,7
1174,tarjeta,240.0,2025-09-10 17:56:55,13,3
1175,efectivo,135.0,2025-04-08 05:08:59,194,8
1176,transferencia,108.0,2025-01-22 09:21:47,132,5
1177,tarjeta,25.0,2024-08-11 21:42:27,112,1
1178,efectivo,25.0,2024-05-21 18:39:10,21,1
1179,tarjeta,25.0,2024-11-09 12:50:46,274,1
1180,efectivo,135.0,2024-08-29 06:13:32,261,8
1181,efectivo,108.0,2024-05-02 20:20:28,49,5
1182,transferencia,25.0,2025-10-31 21:05:40,244,1
1183,efectivo,384.0,2024-02-01 03:02:35,158,6
1184,tarjeta,384.0,2024-02-25 14:25:07,98,6
1185,transferencia,240.0,2024-12-09 19:15:47,170,3
1186,efectivo,480.0,2025-01-05 14:39:18,176,9
1187,transferencia,108.0,2024-09-16 04:31:38,162,5
1188,tarjeta,50.0,2024-11-29 08:50:28,24,7
1189,tarjeta,240.0,2025-07-15 03:06:52,21,3
1190,transferencia,50.0,2024-07-18 03:19:05,121,7
1191,tarjeta,67.5,2024-09-11 21:51:16,165,2
1192,efectivo,240.0,2025-06-19 05:29:27,99,3
1193,tarjeta,240.0,2025-07-30 17:06:23,236,3
1194,transferencia,480.0,2025-10-06 23:18:20,247,9
1195,transferencia,480.0,2025-09-10 12:18:47,228,9
1196,transferencia,67.5,2025-06-29 17:15:46,139,2
1197,tarjeta,50.0,2025-01-06 04:33:51,92,7
1198,transferencia,480.0,2024-08-31 17:01:06,133,9
1199,tarjeta,240.0,2024-08-01 10:03:21,29,3
1200,transferencia,135.0,2025-02-25 19:50:52,140,8
1201,tarjeta,384.0,2025-03-30 02:51:14,57,6
1202,transferencia,25.0,2024-06-08 00:02:02,95,1
1203,efectivo,108.0,2024-03-16 02:28:33,256,5
1204,efectivo,50.0,2024-10-13 21:41:07,21,7
1205,transferencia,67.5,2025-05-15 14:52:15,296,2
1206,efectivo,480.0,2025-04-16 16:26:35,73,9
1207,transferencia,40.0,2025-04-16 06:55:40,137,4
1208,tarjeta,50.0,2025-07-21 01:22:36,238,7
1209,transferencia,25.0,2025-08-05 00:10:20,125,1
1210,transferencia,108.0,2025-09-12 14:39:25,178,5
1211,tarjeta,67.5,2024-03-19 00:35:02,204,2
1212,efectivo,25.0,2025-04-23 13:48:55,126,1
1213,tarjeta,40.0,2024-03-21 16:49:28,143,4
1214,transferencia,40.0,2024-12-07 23:04:58,140,4
1215,tarjeta,40.0,2024-05-08 10:42:41,273,4
1216,transferencia,40.0,2025-01-25 22:28:59,189,4
1217,transferencia,135.0,2024-02-16 23:23:43,110,8
1218,tarjeta,108.0,2025-09-10 16:44:02,147,5
1219,efectivo,384.0,2025-04-07 20:21:42,203,6
1220,efectivo,135.0,2024-01-09 07:40:42,144,8
1221,transferencia,40.0,2025-11-20 22:25:43,104,4
1222,tarjeta,67.5,2024-11-26 20:18:53,45,2
1223,tarjeta,50.0,2024-01-09 04:31:50,118,7
1224,transferencia,25.0,2025-09-22 11:26:32,292,1
1225,transferencia,240.0,2025-11-10 08:59:39,233,3
1226,transferencia,67.5,2024-07-01 16:21:35,8,2
1227,transferencia,384.0,2024-01-06 15:23:39,19,6
1228,tarjeta,50.0,2024-11-30 21:48:26,122,7
1229,transferencia,108.0,2025-10-12 23:22:15,121,5
1230,efectivo,108.0,2025-07-17 08:12:02,203,5
1231,transferencia,108.0,2025-08-15 17:03:21,250,5
1232,transferencia,480.0,2024-12-21 09:24:10,285,9
1233,efectivo,25.0,2025-09-17 05:29:18,189,1
1234,efectivo,135.0,2025-11-02 07:38:04,98,8
1235,tarjeta,384.0,2025-01-26 03:53:31,251,6
1236,transferencia,240.0,2024-01-29 23:57:17,243,3
1237,efectivo,67.5,2025-09-07 14:17:39,270,2
1238,tarjeta,135.0,2024-12-11 10:41:22,130,8
1239,transferencia,480.0,2024-12-20 08:08:54,271,9
1240,efectivo,240.0,2024-09-13 02:20:25,17,3
1241,tarjeta,480.0,2024-12-11 02:10:36,299,9
1242,transferencia,108.0,2025-09-06 15:21:09,17,5
1243,efectivo,384.0,2024-02-13 18:57:59,121,6
1244,efectivo,384.0,2025-11-01 02:47:50,215,6
1245,tarjeta,480.0,2025-07-08 12:44:52,9,9
1246,tarjeta,240.0,2025-07-20 02:05:50,133,3
1247,efectivo,108.0,2024-12-20 08:00:49,188,5
1248,tarjeta,384.0,2025-10-22 18:54:52,227,6
1249,transferencia,240.0,2025-10-13 05:28:42,192,3
1250,tarjeta,135.0,2024-11-09 19:45:37,124,8
1251,transferencia,135.0,2024-02-18 04:31:34,191,8
1252,efectivo,135.0,2024-01-16 19:14:05,229,8
1253,transferencia,240.0,2025-05-11 12:18:16,253,3
1254,efectivo,240.0,2024-07-04 07:55:47,86,3
1255,efectivo,67.5,2024-03-14 10:14:59,56,2
1256,transferencia,40.0,2025-11-18 21:23:27,57,4
1257,transferencia,240.0,2025-08-25 10:58:28,151,3
1258,transferencia,135.0,2024-05-18 16:14:20,8,8
1259,transferencia,384.0,2025-04-03 19:41:56,41,6
1260,transferencia,480.0,2024-11-20 20:11:45,85,9
1261,transferencia,50.0,2025-10-20 01:44:31,83,7
1262,transferencia,40.0,2025-08-21 08:29:06,87,4
1263,tarjeta,50.0,2025-10-22 17:02:01,105,7
1264,transferencia,25.0,2025-06-17 15:05:45,26,1
1265,tarjeta,40.0,2025-05-24 11:32:30,9,4
1266,transferencia,67.5,2025-10-26 05:29:22,8,2
1267,transferencia,135.0,2025-06-20 13:05:08,144,8
1268,transferencia,67.5,2024-12-29 04:32:26,21,2
1269,efectivo,25.0,2025-04-10 20:59:53,83,1
1270,tarjeta,67.5,2025-10-04 23:42:11,33,2
1271,efectivo,67.5,2024-08-24 11:44:10,91,2
1272,efectivo,384.0,2024-07-17 11:41:19,255,6
1273,tarjeta,67.5,2025-03-31 14:14:12,214,2
1274,transferencia,108.0,2025-03-16 08:17:37,185,5
1275,transferencia,240.0,2025-11-08 09:35:52,94,3
1276,transferencia,108.0,2025-08-16 16:23:25,95,5
1277,transferencia,135.0,2024-08-01 16:06:51,83,8
1278,transferencia,240.0,2024-02-27 13:52:30,148,3
1279,efectivo,384.0,2025-06-23 15:24:49,222,6
1280,tarjeta,240.0,2024-12-21 20:36:51,160,3
1281,tarjeta,135.0,2025-03-08 23:43:11,251,8
1282,transferencia,40.0,2024-02-18 06:57:30,166,4
1283,transferencia,480.0,2024-05-16 11:28:54,55,9
1284,efectivo,25.0,2025-10-11 05:37:55,262,1
1285,tarjeta,108.0,2025-11-12 17:55:08,18,5
1286,tarjeta,108.0,2025-09-23 15:54:57,122,5
1287,transferencia,50.0,2025-02-23 09:55:00,213,7
1288,efectivo,40.0,2025-09-01 15:20:36,268,4
1289,transferencia,50.0,2025-02-14 03:17:03,169,7
1290,tarjeta,135.0,2025-08-16 16:50:53,163,8
1291,efectivo,480.0,2025-02-18 11:59:52,149,9
1292,efectivo,384.0,2024-06-01 20:28:49,209,6
1293,tarjeta,384.0,2024-10-27 04:49:07,198,6
1294,efectivo,25.0,2024-02-03 11:38:19,94,1
1295,transferencia,50.0,2024-03-04 19:59:52,49,7
1296,transferencia,25.0,2025-12-15 07:15:12,118,1
1297,efectivo,67.5,2025-04-12 00:32:50,114,2
1298,tarjeta,135.0,2024-12-28 21:59:48,286,8
1299,tarjeta,67.5,2025-07-11 12:12:53,212,2
1300,efectivo,25.0,2024-03-04 09:22:59,82,1
1301,transferencia,240.0,2024-04-06 03:08:02,286,3
1302,efectivo,108.0,2024-05-28 16:11:11,48,5
1303,efectivo,108.0,2024-07-30 07:25:17,131,5
1304,tarjeta,40.0,2025-02-25 20:27:01,119,4
1305,tarjeta,40.0,2024-12-21 00:42:45,112,4
1306,transferencia,240.0,2025-10-12 09:59:21,166,3
1307,transferencia,40.0,2024-11-15 03:32:45,222,4
1308,transferencia,108.0,2024-12-27 18:21:15,135,5
1309,efectivo,384.0,2025-11-14 08:38:22,154,6
1310,efectivo,108.0,2025-07-18 02:20:02,258,5
1311,transferencia,240.0,2025-09-29 09:25:06,16,3
1312,tarjeta,108.0,2025-03-07 14:23:34,97,5
1313,efectivo,50.0,2024-12-05 11:01:17,216,7
1314,tarjeta,50.0,2024-12-20 03:42:46,287,7
1315,efectivo,135.0,2024-06-05 01:25:51,230,8
1316,tarjeta,384.0,2024-03-30 02:30:55,112,6
1317,transferencia,135.0,2025-04-18 05:24:59,63,8
1318,efectivo,108.0,2024-02-17 14:42:44,300,5
1319,tarjeta,108.0,2025-07-07 21:59:49,283,5
1320,tarjeta,40.0,2024-12-23 15:33:19,194,4
1321,tarjeta,50.0,2024-03-28 17:48:00,206,7
1322,tarjeta,108.0,2025-03-19 15:53:12,206,5
1323,efectivo,50.0,2025-02-04 09:33:11,191,7
1324,transferencia,67.5,2024-02-24 23:44:27,278,2
1325,tarjeta,25.0,2025-08-27 07:12:01,147,1
1326,efectivo,135.0,2025-03-19 18:52:25,181,8
1327,tarjeta,50.0,2025-08-12 01:21:50,177,7
1328,efectivo,67.5,2024-05-14 04:33:08,160,2
1329,transferencia,50.0,2024-07-17 02:50:48,82,7
1330,tarjeta,135.0,2025-06-24 06:48:34,278,8
1331,tarjeta,67.5,2025-10-29 16:28:06,32,2
1332,efectivo,480.0,2024-10-24 15:46:19,104,9
1333,tarjeta,40.0,2024-10-17 01:28:06,5,4
1334,transferencia,25.0,2024-11-05 01:57:43,103,1
1335,efectivo,40.0,2024-12-20 02:52:34,3,4
1336,transferencia,240.0,2025-08-21 03:06:22,49,3
1337,tarjeta,67.5,2025-01-19 18:02:22,266,2
1338,transferencia,67.5,2024-04-06 13:05:28,29,2
1339,efectivo,108.0,2025-12-11 09:56:11,129,5
1340,efectivo,480.0,2025-10-17 17:53:53,177,9
1341,transferencia,108.0,2025-05-27 13:01:04,212,5
1342,efectivo,384.0,2025-07-12 03:26:47,142,6
1343,efectivo,108.0,2024-11-30 16:23:55,294,5
1344,efectivo,384.0,2024-08-13 03:00:54,228,6
1345,efectivo,480.0,2025-03-17 17:29:49,124,9
1346,transferencia,25.0,2024-04-26 18:47:15,127,1
1347,tarjeta,135.0,2024-04-15 06:13:33,55,8
1348,tarjeta,240.0,2024-07-02 17:11:27,86,3
1349,efectivo,40.0,2024-03-23 11:28:03,251,4
1350,transferencia,384.0,2025-11-21 18:08:51,219,6
1351,efectivo,50.0,2025-05-20 18:38:24,250,7
1352,tarjeta,25.0,2024-03-05 08:16:21,214,1
1353,tarjeta,40.0,2025-10-31 10:56:13,15,4
1354,transferencia,25.0,2025-04-20 03:12:19,159,1
1355,tarjeta,240.0,2024-09-20 22:40:43,114,3
1356,tarjeta,384.0,2024-01-02 03:14:02,150,6
1357,transferencia,50.0,2024-05-01 22:00:36,122,7
1358,tarjeta,40.0,2025-02-05 01:12:19,209,4
1359,efectivo,25.0,2025-05-14 09:54:33,197,1
1360,efectivo,50.0,2024-12-24 06:24:28,263,7
1361,tarjeta,480.0,2024-06-20 08:35:48,73,9
1362,transferencia,135.0,2025-10-30 09:19:52,1,8
1363,tarjeta,480.0,2025-12-09 05:40:41,108,9
1364,transferencia,240.0,2024-12-20 06:14:26,55,3
1365,tarjeta,40.0,2024-11-05 11:12:11,39,4
1366,efectivo,67.5,2024-01-22 06:30:57,258,2
1367,transferencia,67.5,2024-05-29 23:09:56,129,2
1368,transferencia,25.0,2024-08-20 18:00:10,39,1
1369,efectivo,25.0,2025-10-24 20:05:32,21,1
1370,tarjeta,50.0,2024-12-01 01:11:06,259,7
1371,tarjeta,240.0,2024-02-27 19:05:54,171,3
1372,tarjeta,480.0,2025-08-08 22:35:10,219,9
1373,transferencia,480.0,2025-10-30 23:45:55,114,9
1374,tarjeta,384.0,2025-03-24 21:53:50,289,6
1375,transferencia,40.0,2024-03-29 17:14:30,235,4
1376,efectivo,135.0,2025-12-29 10:41:57,17,8
1377,transferencia,135.0,2025-07-05 22:36:58,9,8
1378,efectivo,50.0,2024-11-28 00:50:33,206,7
1379,tarjeta,50.0,2024-08-20 13:56:03,162,7
1380,transferencia,240.0,2024-11-10 18:42:48,68,3
1381,efectivo,384.0,2024-04-18 10:59:39,91,6
1382,transferencia,384.0,2025-12-05 18:31:47,162,6
1383,transferencia,67.5,2024-01-13 14:12:40,180,2
1384,tarjeta,480.0,2025-04-12 17:15:23,269,9
1385,efectivo,480.0,2025-05-14 23:08:30,294,9
1386,tarjeta,67.5,2024-07-04 18:14:29,31,2
1387,efectivo,67.5,2025-02-15 20:45:13,113,2
1388,tarjeta,384.0,2025-03-25 16:27:49,251,6
1389,efectivo,50.0,2025-10-01 04:11:19,241,7
1390,tarjeta,25.0,2024-11-28 14:13:32,70,1
1391,transferencia,40.0,2025-09-08 21:53:44,10,4
1392,transferencia,384.0,2025-02-08 20:44:24,53,6
1393,efectivo,25.0,2024-03-03 15:38:04,295,1
1394,efectivo,50.0,2025-08-17 14:19:55,289,7
1395,transferencia,108.0,2024-07-29 06:44:21,221,5
1396,transferencia,25.0,2024-01-10 13:45:59,153,1
1397,transferencia,50.0,2024-10-10 18:36:04,112,7
1398,efectivo,25.0,2024-03-31 09:11:21,141,1
1399,transferencia,25.0,2024-05-12 13:37:11,29,1
1400,transferencia,25.0,2024-05-24 17:35:16,228,1
1401,tarjeta,384.0,2025-12-27 21:07:13,186,6
1402,tarjeta,480.0,2024-12-11 09:07:31,299,9
1403,tarjeta,108.0,2024-11-30 04:55:18,142,5
1404,efectivo,108.0,2025-04-09 11:57:27,96,5
1405,efectivo,67.5,2024-09-16 18:13:30,269,2
1406,efectivo,67.5,2024-04-04 15:31:48,203,2
1407,transferencia,40.0,2024-12-14 07:28:59,72,4
1408,tarjeta,240.0,2025-03-01 12:50:28,192,3
1409,efectivo,25.0,2024-03-14 15:57:03,197,1
1410,efectivo,25.0,2025-09-29 10:33:56,219,1
1411,tarjeta,480.0,2025-07-10 23:50:01,171,9
1412,transferencia,67.5,2025-04-17 07:55:18,17,2
1413,efectivo,40.0,2025-01-11 21:19:46,180,4
1414,efectivo,240.0,2024-08-13 13:25:50,209,3
1415,tarjeta,384.0,2024-09-01 21:36:36,186,6
1416,transferencia,67.5,2025-09-05 20:13:30,123,2
1417,efectivo,40.0,2024-07-31 18:41:53,230,4
1418,efectivo,40.0,2025-01-20 12:53:51,296,4
1419,tarjeta,384.0,2025-04-20 20:53:52,29,6
1420,tarjeta,40.0,2024-03-18 15:29:49,134,4
1421,transferencia,40.0,2024-12-17 20:04:08,299,4
1422,transferencia,384.0,2025-06-27 11:33:16,71,6
1423,tarjeta,67.5,2025-10-13 16:30:14,249,2
1424,efectivo,480.0,2025-12-26 17:45:37,48,9
1425,tarjeta,240.0,2024-09-25 23:58:32,166,3
1426,transferencia,67.5,2024-06-07 14:43:39,64,2
1427,transferencia,50.0,2025-01-09 06:27:12,222,7
1428,tarjeta,40.0,2025-08-28 10:31:45,200,4
1429,transferencia,40.0,2024-05-30 06:05:04,197,4
1430,efectivo,240.0,2025-04-01 03:01:12,113,3
1431,efectivo,40.0,2024-08-28 14:26:01,129,4
1432,tarjeta,240.0,2025-06-09 03:40:47,211,3
1433,transferencia,384.0,2024-08-15 12:38:10,206,6
1434,efectivo,108.0,2024-11-12 22:42:32,178,5
1435,efectivo,67.5,2024-07-19 00:39:40,70,2
1436,efectivo,384.0,2025-02-20 10:59:08,64,6
1437,efectivo,480.0,2024-05-06 21:32:02,207,9
1438,tarjeta,40.0,2024-12-31 18:35:48,168,4
1439,transferencia,67.5,2025-08-07 07:13:31,136,2
1440,transferencia,50.0,2024-02-24 12:54:49,120,7
1441,efectivo,135.0,2024-06-07 19:35:38,166,8
1442,transferencia,135.0,2025-10-13 23:46:58,186,8
1443,efectivo,50.0,2025-12-24 16:28:23,182,7
1444,transferencia,67.5,2024-01-19 18:51:42,103,2
1445,tarjeta,384.0,2024-06-06 23:40:46,33,6
1446,efectivo,40.0,2024-06-08 06:59:54,291,4
1447,efectivo,240.0,2025-03-16 05:29:19,242,3
1448,tarjeta,135.0,2025-07-13 22:56:15,197,8
1449,efectivo,108.0,2025-05-01 12:06:40,52,5
1450,transferencia,40.0,2024-12-10 21:38:36,35,4
1451,tarjeta,480.0,2025-12-29 01:13:56,251,9
1452,efectivo,480.0,2025-03-07 05:50:15,102,9
1453,transferencia,384.0,2025-10-20 02:30:52,95,6
1454,transferencia,67.5,2024-02-23 12:56:45,199,2
1455,efectivo,25.0,2024-11-24 06:11:13,114,1
1456,efectivo,480.0,2024-01-05 17:24:34,264,9
1457,transferencia,50.0,2024-08-03 16:52:47,117,7
1458,efectivo,480.0,2024-09-22 04:28:27,2,9
1459,efectivo,25.0,2025-06-01 03:39:14,30,1
1460,transferencia,50.0,2025-02-08 19:11:05,141,7
1461,transferencia,25.0,2024-08-19 20:28:59,194,1
1462,efectivo,25.0,2025-09-20 10:32:25,144,1
1463,transferencia,240.0,2024-02-10 13:58:16,19,3
1464,tarjeta,135.0,2025-06-16 11:19:39,100,8
1465,transferencia,108.0,2024-09-05 01:01:04,118,5
1466,efectivo,108.0,2025-07-16 18:24:54,294,5
1467,transferencia,50.0,2025-08-31 13:11:17,146,7
1468,efectivo,480.0,2024-06-16 01:04:58,196,9
1469,transferencia,384.0,2024-03-09 01:17:21,67,6
1470,transferencia,40.0,2024-03-07 15:37:26,143,4
1471,transferencia,480.0,2024-10-31 22:28:33,287,9
1472,efectivo,67.5,2025-12-15 19:36:52,95,2
1473,efectivo,240.0,2025-09-18 05:31:30,275,3
1474,transferencia,240.0,2025-06-23 10:39:41,226,3
1475,efectivo,480.0,2024-09-25 00:50:11,41,9
1476,tarjeta,50.0,2024-03-16 09:19:59,74,7
1477,efectivo,25.0,2025-04-11 20:56:29,208,1
1478,tarjeta,135.0,2024-08-20 17:55:12,46,8
1479,efectivo,40.0,2024-04-13 08:49:51,18,4
1480,efectivo,384.0,2025-06-19 04:05:11,98,6
1481,transferencia,40.0,2024-02-04 17:00:05,196,4
1482,transferencia,108.0,2024-07-20 10:32:43,113,5
1483,tarjeta,67.5,2025-04-07 21:22:18,165,2
1484,transferencia,240.0,2024-09-29 14:42:14,259,3
1485,tarjeta,480.0,2025-11-28 13:15:55,191,9
1486,tarjeta,384.0,2024-10-14 04:20:31,90,6
1487,transferencia,40.0,2024-07-05 04:11:22,1,4
1488,transferencia,480.0,2025-08-25 08:19:57,70,9
1489,tarjeta,67.5,2025-01-04 13:43:16,142,2
1490,transferencia,384.0,2024-02-14 17:19:40,227,6
1491,transferencia,384.0,2024-11-04 00:38:00,72,6
1492,tarjeta,108.0,2025-03-25 22:33:48,255,5
1493,efectivo,67.5,2025-11-06 10:54:13,19,2
1494,efectivo,25.0,2025-07-01 12:16:39,55,1
1495,transferencia,135.0,2025-07-12 07:30:39,16,8
1496,transferencia,135.0,2024-09-02 22:23:59,217,8
1497,efectivo,25.0,2024-05-17 00:08:38,82,1
1498,efectivo,240.0,2025-03-01 06:23:20,249,3
1499,transferencia,240.0,2024-02-09 12:05:16,197,3
1500,efectivo,135.0,2024-03-11 14:23:37,244,8
1501,efectivo,40.0,2024-06-11 11:27:13,208,4
1502,tarjeta,480.0,2025-03-16 20:46:24,3,9
1503,transferencia,135.0,2025-01-28 09:17:35,20,8
1504,tarjeta,384.0,2025-10-05 16:46:03,154,6
1505,tarjeta,67.5,2025-04-08 20:05:16,175,2
1506,tarjeta,108.0,2024-07-30 22:49:35,131,5
1507,transferencia,480.0,2024-01-16 07:07:49,201,9
1508,transferencia,384.0,2025-09-27 19:39:46,184,6
1509,tarjeta,25.0,2025-08-30 11:03:36,126,1
1510,transferencia,108.0,2024-12-05 09:19:17,205,5
1511,transferencia,384.0,2024-03-12 08:49:37,255,6
1512,efectivo,40.0,2024-06-25 17:14:35,47,4
1513,transferencia,40.0,2025-07-05 04:03:16,27,4
1514,transferencia,25.0,2024-12-31 23:09:47,292,1
1515,tarjeta,384.0,2024-11-24 22:37:27,41,6
1516,transferencia,40.0,2024-05-18 07:07:48,109,4
1517,efectivo,480.0,2025-12-21 00:18:57,233,9
1518,transferencia,108.0,2024-07-09 20:28:37,39,5
1519,tarjeta,480.0,2025-01-28 14:22:01,10,9
1520,transferencia,240.0,2025-01-23 23:29:55,178,3
1521,transferencia,135.0,2025-03-20 17:58:25,135,8
1522,efectivo,25.0,2024-06-12 05:14:44,161,1
1523,tarjeta,108.0,2024-06-06 18:56:20,84,5
1524,tarjeta,67.5,2024-01-02 05:19:16,211,2
1525,tarjeta,67.5,2024-04-01 01:26:02,158,2
1526,transferencia,384.0,2025-11-28 01:59:50,62,6
1527,transferencia,480.0,2025-10-29 18:48:49,259,9
1528,transferencia,40.0,2024-03-20 14:45:29,69,4
1529,transferencia,50.0,2024-04-14 06:01:41,213,7
1530,transferencia,40.0,2025-12-08 23:15:48,128,4
1531,transferencia,135.0,2025-03-01 19:36:38,134,8
1532,tarjeta,480.0,2025-07-06 08:00:21,125,9
1533,tarjeta,135.0,2025-09-20 07:39:59,120,8
1534,efectivo,108.0,2024-05-24 13:39:24,12,5
1535,efectivo,480.0,2024-01-26 12:35:25,201,9
1536,transferencia,108.0,2024-06-18 08:23:48,48,5
1537,tarjeta,384.0,2024-04-26 06:01:56,286,6
1538,efectivo,67.5,2024-11-09 11:43:48,158,2
1539,efectivo,108.0,2024-11-16 12:47:47,37,5
1540,efectivo,384.0,2025-04-06 08:34:19,95,6
1541,transferencia,40.0,2025-11-19 10:02:55,158,4
1542,transferencia,40.0,2024-11-13 19:03:26,127,4
1543,transferencia,25.0,2024-08-12 18:53:52,79,1
1544,efectivo,480.0,2025-07-24 03:50:42,169,9
1545,transferencia,240.0,2025-06-12 19:49:16,250,3
1546,efectivo,67.5,2024-03-22 14:13:47,228,2
1547,transferencia,480.0,2024-04-23 05:51:02,143,9
1548,transferencia,135.0,2024-11-23 09:01:28,14,8
1549,efectivo,50.0,2024-02-27 00:44:55,221,7
1550,efectivo,40.0,2024-06-21 03:48:36,285,4
1551,tarjeta,480.0,2024-09-23 05:31:03,82,9
1552,tarjeta,384.0,2025-01-08 01:05:53,173,6
1553,efectivo,480.0,2024-10-03 08:23:25,220,9
1554,transferencia,480.0,2024-12-19 07:56:46,237,9
1555,efectivo,240.0,2025-07-06 11:23:45,245,3
1556,efectivo,384.0,2024-09-02 23:46:29,168,6
1557,transferencia,67.5,2025-06-09 01:36:58,254,2
1558,efectivo,135.0,2025-09-08 22:24:29,129,8
1559,efectivo,50.0,2024-07-03 20:36:54,66,7
1560,transferencia,480.0,2025-08-21 14:23:05,252,9
1561,transferencia,108.0,2025-01-24 01:38:01,63,5
1562,efectivo,25.0,2024-03-29 12:22:09,65,1
1563,efectivo,384.0,2024-05-22 00:17:41,191,6
1564,efectivo,108.0,2024-06-18 18:11:27,15,5
1565,transferencia,240.0,2025-10-29 21:05:29,220,3
1566,transferencia,25.0,2024-04-24 12:48:04,129,1
1567,tarjeta,67.5,2024-11-17 15:46:34,95,2
1568,efectivo,25.0,2025-05-01 10:38:45,214,1
1569,transferencia,480.0,2025-05-07 09:28:55,53,9
1570,efectivo,108.0,2024-09-24 20:23:11,97,5
1571,tarjeta,50.0,2024-12-28 12:25:54,36,7
